id,customer_id,bank,type,valid_month,valid_year,expiry_month,expiry_year,card_no,card_limit
1419,1419,"Bank of America","VISA",11,2001,8,2019,"5873-6410-6823-7203",656735
1420,1420,"Citibank","VISA",7,2004,11,2019,"5214-4574-9059-6377",881810
1421,1421,"Morgan Stanley","VISA",1,2004,9,2021,"4329-4884-4224-9967",220311
1422,1422,"Morgan Stanley","MASTER",11,2004,11,2022,"4725-9763-4429-4234",227513
1423,1423,"Citibank","VISA",8,2001,10,2018,"2678-1620-3869-1127",483531
1424,1424,"Wells Fargo","MASTER",10,2001,2,2019,"5214-8162-5559-8857",476682
1425,1425,"Bank of America","VISA",5,2004,8,2020,"4725-5690-8675-2712",37881
1426,1426,"Bank of America","VISA",6,2003,3,2022,"5873-6127-4677-2200",435249
1427,1427,"Citibank","VISA",5,2000,3,2020,"5873-3321-6508-2266",34416
1428,1428,"Bank of America","MASTER",2,2003,3,2020,"5214-7823-6768-5552",38351
1429,1429,"JPMorgan Chase","VISA",7,2001,10,2021,"4329-9233-9112-5787",531544
1430,1430,"US Bancorp","VISA",7,2003,11,2019,"4725-7416-2614-9760",872310
1431,1431,"Citibank","VISA",10,2004,11,2018,"4725-5166-7312-1939",110993
1432,1432,"Wells Fargo","VISA",11,2002,5,2020,"5119-7369-7087-2992",716650
1433,1433,"Bank of America","VISA",8,2004,7,2022,"4725-7364-2285-6917",672852
1434,1434,"Bank of America","VISA",4,2002,11,2022,"5214-5036-7453-7638",888234
1435,1435,"Bank of America","VISA",5,2002,6,2022,"3768-3723-5218-6998",557509
1436,1436,"Citibank","MASTER",7,2003,11,2022,"4329-9049-1468-8394",794691
1437,1437,"Citibank","VISA",9,2004,6,2019,"5214-7307-2474-9339",444779
1438,1438,"Bank of America","VISA",6,2000,11,2020,"3768-5622-8914-6081",607310
1439,1439,"Wells Fargo","VISA",7,2002,8,2022,"4823-6455-5525-3238",981286
1440,1440,"Citibank","VISA",11,2002,8,2019,"4823-7475-6815-5228",554831
1441,1441,"Citibank","MASTER",8,2000,10,2022,"5873-2276-3828-6612",360395
1442,1442,"Bank of America","VISA",7,2004,7,2022,"5873-4300-6705-7483",556216
1443,1443,"Citibank","MASTER",5,2002,2,2018,"5214-2980-2611-4623",496881
1444,1444,"Citibank","VISA",2,2003,5,2019,"5873-8038-2642-6879",286181
1445,1445,"Bank of America","VISA",4,2003,2,2018,"5873-8400-7935-5878",812388
1446,1446,"Wells Fargo","VISA",4,2004,11,2019,"4725-5289-8054-5468",853628
1447,1447,"US Bancorp","VISA",2,2004,9,2021,"5119-3977-5732-5938",508202
1448,1448,"Bank of America","AMEX",11,2001,6,2018,"2678-6258-2504-7963",321344
1449,1449,"Bank of America","VISA",4,2000,2,2022,"5873-7246-8318-2432",311715
1450,1450,"Citibank","VISA",7,2002,6,2022,"2678-2269-7768-2123",527869
1451,1451,"Wells Fargo","MASTER",11,2003,2,2020,"4725-9866-8802-1884",508868
1452,1452,"JPMorgan Chase","VISA",10,2004,1,2022,"4725-4645-4228-6472",656743
1453,1453,"Bank of America","VISA",11,2002,2,2020,"5873-8465-7291-8039",349960
1454,1454,"Goldman Sachs","VISA",3,2004,2,2022,"4725-9962-8122-5037",865852
1455,1455,"Bank of America","VISA",8,2001,10,2022,"4823-9066-4986-5362",608453
1456,1456,"Bank of America","AMEX",1,2002,11,2020,"5214-6115-4520-9348",954309
1457,1457,"JPMorgan Chase","AMEX",9,2002,9,2018,"5873-2875-9233-4103",57815
1458,1458,"Citibank","MASTER",9,2001,4,2019,"2678-4290-4046-5858",711109
1459,1459,"Citibank","VISA",5,2004,2,2020,"5873-4661-9579-3495",885550
1460,1460,"JPMorgan Chase","AMEX",5,2002,11,2018,"4823-5271-9701-2878",469472
1461,1461,"Citibank","AMEX",9,2002,4,2021,"5873-8656-2026-7452",844531
1462,1462,"JPMorgan Chase","VISA",10,2002,8,2018,"4725-2435-8558-6539",990410
1463,1463,"JPMorgan Chase","VISA",9,2003,10,2021,"5119-6083-7583-1324",896196
1464,1464,"Citibank","VISA",7,2002,9,2020,"5214-8853-3265-2298",377993
1465,1465,"Bank of America","VISA",1,2003,4,2019,"5873-5280-9735-3523",626449
1466,1466,"Bank of America","VISA",11,2003,7,2019,"2678-1012-5156-8246",273568
1467,1467,"Goldman Sachs","AMEX",4,2004,8,2019,"4725-5590-7573-6819",267270
1468,1468,"Goldman Sachs","MASTER",3,2004,6,2021,"5119-2113-1731-4246",956531
1469,1469,"Citibank","VISA",4,2000,11,2022,"4725-7541-3691-1523",914250
1470,1470,"JPMorgan Chase","VISA",3,2004,4,2020,"4725-6441-2896-7068",353530
1471,1471,"Citibank","MASTER",11,2000,4,2018,"3768-5643-9063-7532",751797
1472,1472,"Bank of America","AMEX",8,2000,7,2022,"4823-5313-2668-5252",475005
1473,1473,"Wells Fargo","VISA",2,2000,4,2020,"4725-3205-8645-1734",169509
1474,1474,"Bank of America","VISA",1,2000,7,2018,"5873-2697-7515-4189",691217
1475,1475,"Bank of America","VISA",7,2002,6,2018,"5873-1330-2226-2867",474234
1476,1476,"Bank of America","MASTER",7,2001,9,2022,"5214-5622-7923-7544",454903
1477,1477,"Citibank","VISA",2,2004,6,2019,"5214-4131-1455-8034",653172
1478,1478,"JPMorgan Chase","MASTER",3,2001,2,2018,"5214-4188-5182-1424",679763
1479,1479,"JPMorgan Chase","AMEX",6,2000,8,2022,"5873-9386-4445-4277",63390
1480,1480,"JPMorgan Chase","VISA",4,2004,10,2018,"2678-3187-9958-2526",596633
1481,1481,"Citibank","VISA",7,2000,2,2022,"2678-8963-4293-7812",43122
1482,1482,"JPMorgan Chase","MASTER",4,2000,2,2022,"5873-6551-5512-7822",113942
1483,1483,"Bank of America","MASTER",2,2000,5,2022,"2678-7300-9978-5513",254132
1484,1484,"JPMorgan Chase","VISA",6,2001,8,2020,"4329-6000-2795-4762",336037
1485,1485,"Wells Fargo","VISA",8,2004,3,2021,"5873-3247-1789-6187",754673
1486,1486,"JPMorgan Chase","VISA",4,2000,4,2018,"4329-9807-2528-1080",852325
1487,1487,"Bank of America","VISA",7,2003,2,2018,"5214-4362-5762-6223",828803
1488,1488,"Goldman Sachs","VISA",8,2001,1,2019,"2678-4098-9190-4703",235546
1489,1489,"Citibank","VISA",11,2001,6,2020,"2678-4996-4041-4629",820443
1490,1490,"Citibank","MASTER",1,2000,4,2019,"2678-4810-3072-5966",627064
1491,1491,"JPMorgan Chase","VISA",11,2004,5,2021,"5214-3806-1374-2057",419246
1492,1492,"Citibank","VISA",11,2002,5,2018,"3768-6937-8966-3295",438099
1493,1493,"Citibank","VISA",10,2003,7,2019,"5873-6023-1841-9061",82827
1494,1494,"Bank of America","VISA",6,2004,6,2021,"5873-9345-3462-7109",473925
1495,1495,"Bank of America","VISA",3,2000,3,2021,"4823-1483-4219-5054",822908
1496,1496,"US Bancorp","VISA",11,2003,4,2022,"5119-5240-6991-3752",787054
1497,1497,"Bank of America","AMEX",10,2001,8,2019,"4823-3504-7554-7600",366161
1498,1498,"Citibank","VISA",5,2000,8,2022,"4725-6122-6240-2688",523412
1499,1499,"Morgan Stanley","VISA",8,2003,3,2020,"4329-1428-4792-7936",120320
1500,1500,"Bank of America","VISA",8,2003,2,2018,"5119-7129-2111-8141",189236
1501,1501,"Citibank","VISA",11,2001,5,2019,"5214-9321-1760-1593",927994
1502,1502,"US Bancorp","MASTER",10,2002,5,2019,"2678-1769-7111-3219",453851
1503,1503,"Citibank","VISA",1,2002,2,2018,"5873-1185-5054-6042",680082
1504,1504,"Citibank","VISA",6,2002,4,2020,"2678-9490-9589-5176",329290
1505,1505,"Bank of America","VISA",9,2004,9,2019,"4823-2940-7829-2264",723683
1506,1506,"Wells Fargo","VISA",9,2003,11,2022,"5873-7249-6245-5955",371419
1507,1507,"US Bancorp","MASTER",3,2002,6,2019,"2678-6604-8402-3251",19996
1508,1508,"Bank of America","VISA",1,2003,10,2022,"4725-4706-2775-8002",882917
1509,1509,"Morgan Stanley","VISA",4,2004,9,2021,"2678-3157-4600-1894",836434
1510,1510,"JPMorgan Chase","MASTER",9,2000,9,2018,"5214-6605-5262-9707",448283
1511,1511,"Citibank","VISA",7,2001,11,2020,"5214-9454-3154-2687",554205
1512,1512,"Wells Fargo","VISA",11,2004,7,2020,"4329-9874-5164-2893",360731
1513,1513,"JPMorgan Chase","VISA",10,2000,11,2020,"4725-2904-8967-4745",588390
1514,1514,"Citibank","VISA",1,2003,3,2018,"5873-3351-7682-1874",875773
1515,1515,"Citibank","VISA",8,2001,3,2019,"4725-2300-7121-7142",465890
1516,1516,"Bank of America","VISA",5,2001,1,2018,"3768-2219-6434-7161",726937
1517,1517,"Citibank","VISA",5,2001,8,2022,"5214-7033-9143-1922",123039
1518,1518,"JPMorgan Chase","VISA",5,2001,10,2020,"5873-5731-3179-9774",203013
1519,1519,"JPMorgan Chase","VISA",6,2003,5,2020,"2678-2948-9738-9614",774892
1520,1520,"US Bancorp","VISA",4,2003,3,2022,"2678-4046-2614-1280",739707
1521,1521,"Wells Fargo","VISA",10,2003,5,2020,"5214-8237-1770-5252",620285
1522,1522,"PNC Financial Services","VISA",11,2001,11,2018,"5873-5810-1498-8957",871850
1523,1523,"Goldman Sachs","VISA",4,2004,4,2021,"4329-5414-1476-9839",784333
1524,1524,"Morgan Stanley","VISA",4,2002,8,2022,"5214-4350-5592-1017",883851
1525,1525,"US Bancorp","VISA",5,2003,4,2020,"4823-5273-4758-8245",700012
1526,1526,"Goldman Sachs","VISA",11,2000,11,2018,"5119-2506-6043-7837",887495
1527,1527,"Citibank","VISA",8,2000,5,2021,"4725-6946-1517-7694",462657
1528,1528,"Bank of America","VISA",5,2001,11,2018,"5214-3476-5239-1881",224766
1529,1529,"US Bancorp","VISA",5,2003,8,2021,"4725-9955-5905-3689",316551
1530,1530,"Citibank","VISA",10,2000,9,2022,"5214-1699-6469-1133",796574
1531,1531,"Bank of America","VISA",2,2000,3,2021,"4823-9228-8451-1220",543885
1532,1532,"PNC Financial Services","MASTER",1,2000,9,2019,"5119-6634-3631-4592",145064
1533,1533,"Citibank","VISA",2,2001,2,2019,"5873-5364-6394-8258",220264
1534,1534,"Goldman Sachs","VISA",2,2000,6,2022,"5119-6647-8985-3630",535274
1535,1535,"JPMorgan Chase","VISA",6,2002,6,2022,"5119-9353-3250-2713",627841
1536,1536,"Citibank","VISA",6,2002,4,2018,"5214-1987-1678-7730",751538
1537,1537,"Wells Fargo","VISA",2,2003,4,2021,"4823-3924-8298-8402",533928
1538,1538,"Bank of America","VISA",1,2000,3,2018,"4329-7109-5443-7547",107249
1539,1539,"Citibank","VISA",7,2003,8,2019,"4329-5410-9822-4243",18209
1540,1540,"Bank of America","VISA",11,2003,7,2022,"5119-5680-4097-6608",701454
1541,1541,"Citibank","VISA",3,2003,11,2020,"5214-6494-2675-3370",78558
1542,1542,"Bank of America","VISA",5,2000,11,2021,"4329-8634-2329-3339",249178
1543,1543,"Citibank","MASTER",9,2000,7,2022,"4725-5963-4934-7081",634807
1544,1544,"Citibank","VISA",5,2000,2,2018,"2678-3292-4495-1380",840074
1545,1545,"JPMorgan Chase","VISA",8,2000,11,2019,"4725-9183-6925-6960",847883
1546,1546,"Citibank","VISA",6,2000,9,2020,"2678-3241-1473-9773",286402
1547,1547,"Morgan Stanley","VISA",11,2001,9,2018,"3768-1081-2964-3993",177534
1548,1548,"JPMorgan Chase","VISA",9,2000,5,2021,"4823-2390-6644-6152",300745
1549,1549,"JPMorgan Chase","AMEX",8,2003,7,2022,"5214-7952-8185-9952",646308
1550,1550,"Citibank","MASTER",11,2001,10,2019,"4823-2370-7088-5526",487514
1551,1551,"Citibank","VISA",5,2002,11,2019,"4725-3137-8797-2296",638097
1552,1552,"Citibank","VISA",1,2003,10,2021,"5119-5982-7791-4180",710031
1553,1553,"US Bancorp","VISA",2,2001,9,2020,"5214-1257-8068-9285",269164
1554,1554,"Bank of America","VISA",4,2002,6,2019,"4823-2717-2303-9002",596996
1555,1555,"Bank of America","VISA",2,2002,3,2021,"5873-3867-6666-3069",863843
1556,1556,"Citibank","AMEX",1,2002,7,2020,"5873-9897-2249-9917",120923
1557,1557,"Citibank","VISA",11,2004,1,2022,"4725-5758-7809-6346",312410
1558,1558,"JPMorgan Chase","VISA",8,2000,7,2018,"5873-5099-1664-7762",965519
1559,1559,"Bank of America","VISA",8,2002,6,2020,"4725-2111-2825-6054",886126
1560,1560,"Bank of America","AMEX",11,2001,7,2019,"4329-3908-1266-8579",78732
1561,1561,"Wells Fargo","VISA",11,2002,6,2022,"5873-8958-1577-6561",612391
1562,1562,"Wells Fargo","VISA",2,2002,2,2021,"5119-8831-5982-5365",676264
1563,1563,"JPMorgan Chase","MASTER",7,2004,3,2022,"2678-1111-8076-5930",483761
1564,1564,"JPMorgan Chase","MASTER",3,2001,2,2020,"4725-6397-8636-7653",433926
1565,1565,"Bank of America","VISA",7,2003,3,2022,"2678-7944-4370-2615",114366
1566,1566,"JPMorgan Chase","VISA",7,2004,8,2019,"5873-7449-3766-8409",301071
1567,1567,"Citibank","VISA",3,2000,4,2020,"5873-3276-3975-4055",566614
1568,1568,"Goldman Sachs","VISA",6,2002,8,2018,"5214-9825-3803-7615",621196
1569,1569,"Citibank","VISA",10,2003,4,2022,"4329-2548-5024-4840",285400
1570,1570,"Bank of America","VISA",2,2004,6,2022,"2678-9938-6183-5143",773567
1571,1571,"Wells Fargo","VISA",1,2004,10,2020,"5873-7053-5571-9273",20303
1572,1572,"JPMorgan Chase","MASTER",4,2004,8,2019,"5873-5154-6284-6180",353955
1573,1573,"JPMorgan Chase","VISA",3,2002,11,2021,"5873-7334-5849-6025",740993
1574,1574,"Bank of America","MASTER",9,2004,2,2018,"5873-2589-6074-2224",491918
1575,1575,"Bank of America","MASTER",11,2002,8,2021,"4725-3881-1325-9210",112499
1576,1576,"Bank of America","VISA",4,2003,7,2018,"5214-4532-6071-3332",314557
1577,1577,"JPMorgan Chase","VISA",3,2004,5,2022,"4725-1094-1783-4954",790591
1578,1578,"JPMorgan Chase","MASTER",8,2002,5,2022,"4823-5519-2753-5031",99741
1579,1579,"Citibank","AMEX",7,2003,3,2020,"3768-3323-9637-4119",520010
1580,1580,"PNC Financial Services","VISA",4,2003,4,2022,"4725-5374-4845-4074",718776
1581,1581,"Morgan Stanley","VISA",6,2002,10,2022,"4329-1300-1883-4702",490525
1582,1582,"Wells Fargo","VISA",9,2004,10,2019,"2678-1861-5034-9291",200801
1583,1583,"JPMorgan Chase","AMEX",6,2002,11,2020,"5214-4405-3343-7534",458174
1584,1584,"JPMorgan Chase","VISA",11,2000,11,2020,"5214-7151-4064-3642",531102
1585,1585,"Goldman Sachs","VISA",4,2002,5,2019,"4725-8974-1635-2972",123486
1586,1586,"Bank of America","MASTER",1,2003,1,2022,"4725-6109-8778-3681",206542
1587,1587,"Bank of America","VISA",3,2003,1,2021,"4725-5404-7106-9849",862317
1588,1588,"Citibank","VISA",1,2004,2,2022,"4823-8686-4321-4217",782567
1589,1589,"Bank of America","AMEX",6,2002,8,2022,"4725-8829-5993-9977",436141
1590,1590,"Morgan Stanley","VISA",1,2002,9,2019,"3768-6050-4163-4201",167822
1591,1591,"US Bancorp","VISA",11,2003,7,2018,"5119-7513-4859-3114",848802
1592,1592,"Wells Fargo","MASTER",5,2003,2,2018,"4725-5741-2545-4359",739083
1593,1593,"Citibank","VISA",10,2001,10,2022,"4725-6444-5612-2374",755002
1594,1594,"PNC Financial Services","AMEX",8,2004,3,2020,"4823-2185-7788-2005",905948
1595,1595,"JPMorgan Chase","VISA",8,2003,1,2020,"4823-6194-2111-7812",744374
1596,1596,"JPMorgan Chase","VISA",4,2003,9,2018,"2678-4148-6474-9890",433406
1597,1597,"Citibank","VISA",10,2004,8,2018,"4329-6928-1474-4246",745841
1598,1598,"Bank of America","VISA",5,2001,8,2018,"2678-8654-5611-8070",669332
1599,1599,"Goldman Sachs","AMEX",4,2000,10,2019,"2678-1195-4161-2126",119278
1600,1600,"Citibank","VISA",1,2004,1,2019,"5119-6713-2396-5530",20836
1601,1601,"JPMorgan Chase","VISA",6,2001,5,2018,"2678-8868-9326-4826",187851
1602,1602,"US Bancorp","VISA",6,2000,7,2021,"4725-4214-5847-4302",886417
1603,1603,"US Bancorp","MASTER",4,2003,11,2018,"2678-9538-3634-6562",76532
1604,1604,"Wells Fargo","MASTER",11,2003,11,2022,"5873-7971-3438-1971",250165
1605,1605,"JPMorgan Chase","AMEX",5,2001,1,2019,"5873-1497-2772-3033",388315
1606,1606,"Citibank","MASTER",11,2002,8,2022,"4823-7274-6601-7106",41696
1607,1607,"Citibank","VISA",11,2000,1,2018,"4823-8145-6512-8657",544730
1608,1608,"JPMorgan Chase","VISA",9,2002,3,2019,"3768-8735-6055-4534",195763
1609,1609,"Citibank","VISA",6,2002,10,2018,"5214-4537-3655-6156",19389
1610,1610,"Citibank","VISA",1,2002,3,2018,"5214-1809-4586-2332",637896
1611,1611,"Bank of America","VISA",6,2000,1,2020,"4725-1996-2090-7258",389620
1612,1612,"Citibank","VISA",11,2003,2,2020,"2678-6476-6659-8747",167269
1613,1613,"JPMorgan Chase","MASTER",11,2000,9,2021,"4725-8855-2101-4557",277167
1614,1614,"Citibank","VISA",4,2003,7,2021,"5873-1981-2944-5079",422036
1615,1615,"JPMorgan Chase","MASTER",9,2002,6,2021,"5873-1981-3619-6915",346524
1616,1616,"US Bancorp","MASTER",7,2001,4,2020,"5214-9556-3236-4681",184377
1617,1617,"Citibank","VISA",9,2003,10,2019,"5214-7654-9016-7553",108027
1618,1618,"PNC Financial Services","VISA",1,2004,1,2021,"4725-9119-3447-1768",845006
1619,1619,"Citibank","VISA",3,2003,4,2021,"5214-3049-3764-9280",289111
1620,1620,"Citibank","VISA",1,2001,4,2018,"5873-2526-5295-7253",739913
1621,1621,"Citibank","VISA",8,2000,3,2022,"5214-8334-9435-6988",243813
1622,1622,"JPMorgan Chase","MASTER",4,2002,1,2019,"4725-4366-2582-6953",798862
1623,1623,"Citibank","AMEX",3,2002,8,2020,"4329-5340-2393-2950",181129
1624,1624,"Morgan Stanley","VISA",4,2003,7,2020,"4823-5256-8621-6686",960260
1625,1625,"Citibank","VISA",1,2001,10,2022,"5873-2890-5528-4449",329670
1626,1626,"JPMorgan Chase","MASTER",4,2001,3,2018,"4823-3601-9069-2685",26207
1627,1627,"Citibank","VISA",9,2004,10,2020,"5214-4735-4730-5875",701237
1628,1628,"Citibank","MASTER",1,2004,6,2021,"5214-5096-6772-2737",112989
1629,1629,"Bank of America","MASTER",6,2001,4,2019,"4725-4861-5539-7033",351890
1630,1630,"Bank of America","MASTER",5,2002,8,2022,"5214-3756-5097-5332",946397
1631,1631,"Citibank","VISA",11,2001,9,2019,"5214-9851-1801-2259",179486
1632,1632,"JPMorgan Chase","VISA",10,2001,2,2022,"5873-1681-8185-5290",655457
1633,1633,"Citibank","VISA",7,2003,10,2021,"4823-5647-3010-2614",400906
1634,1634,"Citibank","VISA",2,2002,9,2021,"4823-6119-8206-9916",438528
1635,1635,"Bank of America","AMEX",1,2002,4,2018,"5214-2662-9933-6583",217646
1636,1636,"Bank of America","MASTER",9,2002,6,2020,"4725-7480-4137-8402",317506
1637,1637,"Morgan Stanley","MASTER",5,2003,8,2018,"4725-3541-7959-9439",798420
1638,1638,"Citibank","VISA",4,2000,6,2022,"3768-8562-6036-2508",434601
1639,1639,"Bank of America","MASTER",6,2001,7,2019,"4823-4878-3439-1886",608340
1640,1640,"JPMorgan Chase","AMEX",4,2003,4,2018,"4823-4911-7416-6702",183699
1641,1641,"Citibank","VISA",2,2004,6,2020,"5214-7283-6485-9223",591245
1642,1642,"Citibank","MASTER",3,2003,3,2019,"4823-3161-3412-2605",243390
1643,1643,"JPMorgan Chase","MASTER",3,2001,4,2019,"4823-2778-2630-2858",361005
1644,1644,"Citibank","VISA",6,2001,6,2020,"5873-4733-2703-2311",66688
1645,1645,"Wells Fargo","VISA",2,2000,3,2018,"5119-4440-6224-8072",260802
1646,1646,"Citibank","VISA",9,2001,9,2021,"4725-4415-7992-9594",661460
1647,1647,"Bank of America","VISA",2,2003,10,2021,"5119-4923-6843-5513",907257
1648,1648,"Bank of America","AMEX",6,2003,4,2021,"4823-4405-1761-4488",271531
1649,1649,"Wells Fargo","VISA",3,2003,7,2020,"5873-6900-7451-6573",49261
1650,1650,"JPMorgan Chase","VISA",1,2003,1,2018,"5214-2262-2137-5074",816388
1651,1651,"JPMorgan Chase","VISA",7,2001,2,2019,"5873-5009-9922-6519",994540
1652,1652,"Bank of America","VISA",5,2001,11,2018,"5873-6864-8444-5891",79109
1653,1653,"Citibank","VISA",3,2001,10,2021,"4329-4784-3307-5093",836961
1654,1654,"Bank of America","VISA",4,2003,1,2019,"2678-9185-5070-1005",602520
1655,1655,"Bank of America","VISA",2,2000,9,2018,"5119-3171-7049-5654",145729
1656,1656,"Wells Fargo","VISA",5,2004,7,2019,"5214-1808-2488-7818",944352
1657,1657,"Citibank","VISA",9,2003,7,2020,"2678-6050-1422-7943",273636
1658,1658,"Bank of America","VISA",2,2003,10,2018,"4725-3245-6239-5540",540310
1659,1659,"JPMorgan Chase","VISA",8,2003,11,2022,"4823-3651-9936-5919",531771
1660,1660,"JPMorgan Chase","AMEX",10,2000,1,2021,"5214-8138-8834-2398",484290
1661,1661,"Bank of America","VISA",6,2004,4,2020,"3768-5079-3625-2702",100422
1662,1662,"JPMorgan Chase","MASTER",10,2001,4,2020,"2678-5451-1921-3289",992841
1663,1663,"Bank of America","VISA",3,2004,7,2020,"4725-1945-4617-5052",252243
1664,1664,"Bank of America","MASTER",11,2003,2,2019,"5214-1094-9256-5568",831984
1665,1665,"Bank of America","AMEX",3,2003,6,2022,"5873-5660-1370-2300",281438
1666,1666,"Bank of America","VISA",5,2003,11,2018,"5214-7534-3497-5956",634567
1667,1667,"Citibank","MASTER",6,2003,4,2021,"4725-9364-7505-2581",871069
1668,1668,"US Bancorp","VISA",4,2002,6,2018,"4725-4832-3485-7402",805222
1669,1669,"JPMorgan Chase","VISA",9,2000,7,2018,"2678-9888-9682-2965",150812
1670,1670,"JPMorgan Chase","AMEX",1,2000,6,2019,"4725-6007-9809-8684",729569
1671,1671,"JPMorgan Chase","AMEX",11,2004,10,2020,"4725-2537-9687-6862",930292
1672,1672,"Wells Fargo","VISA",7,2000,7,2021,"5873-3205-4715-2871",972701
1673,1673,"Bank of America","VISA",5,2003,6,2018,"5214-9321-2256-3350",555401
1674,1674,"Citibank","VISA",5,2004,6,2018,"5873-5063-3145-4453",923052
1675,1675,"JPMorgan Chase","VISA",11,2000,5,2019,"4725-6019-6706-1417",311463
1676,1676,"Bank of America","VISA",8,2004,10,2018,"5873-3522-4092-5541",865271
1677,1677,"Citibank","VISA",1,2001,9,2018,"2678-5543-9782-6922",661227
1678,1678,"Goldman Sachs","VISA",11,2002,10,2018,"4329-7387-8046-7449",241682
1679,1679,"Citibank","VISA",1,2002,10,2022,"5214-7563-5442-1979",709940
1680,1680,"Citibank","VISA",8,2000,3,2019,"4823-2637-4935-8260",293349
1681,1681,"JPMorgan Chase","MASTER",1,2003,10,2022,"4329-3456-8545-9317",537492
1682,1682,"Bank of America","AMEX",9,2003,5,2018,"4823-9431-1928-3041",37872
1683,1683,"Citibank","AMEX",5,2004,4,2020,"4725-9637-8313-2047",423039
1684,1684,"Bank of America","VISA",6,2002,5,2020,"4823-6372-6881-3048",660051
1685,1685,"JPMorgan Chase","VISA",1,2001,6,2021,"4725-2132-1455-7186",246546
1686,1686,"JPMorgan Chase","VISA",10,2002,2,2018,"3768-9438-4812-3528",782276
1687,1687,"Citibank","VISA",2,2001,9,2020,"4329-3500-9098-3925",156601
1688,1688,"Citibank","VISA",4,2002,5,2018,"4725-6186-6703-2494",984559
1689,1689,"Wells Fargo","VISA",9,2002,11,2019,"5873-3205-1547-5835",896807
1690,1690,"JPMorgan Chase","VISA",4,2001,10,2019,"4823-3332-7368-3074",126737
1691,1691,"Bank of America","VISA",1,2004,5,2021,"4725-2329-5651-4818",900786
1692,1692,"Bank of America","VISA",9,2002,7,2021,"4329-2650-3857-9881",34831
1693,1693,"Goldman Sachs","MASTER",8,2001,10,2020,"5214-9679-2540-4743",440349
1694,1694,"JPMorgan Chase","VISA",6,2003,3,2021,"5214-3006-2953-6099",819303
1695,1695,"Citibank","VISA",3,2002,5,2020,"3768-4599-4586-2645",677384
1696,1696,"Morgan Stanley","VISA",3,2001,10,2019,"4725-9998-6682-6214",103848
1697,1697,"Bank of America","VISA",2,2001,11,2020,"4823-3071-6861-4999",93766
1698,1698,"Bank of America","VISA",6,2001,1,2020,"4329-7829-2260-8667",567574
1699,1699,"Bank of America","AMEX",5,2000,7,2022,"4725-7522-4471-6406",478112
1700,1700,"PNC Financial Services","VISA",4,2002,5,2019,"4725-8052-1050-6893",338287
1701,1701,"Wells Fargo","VISA",2,2000,11,2020,"2678-7625-4627-9835",806083
1702,1702,"Bank of America","VISA",8,2004,7,2019,"5214-7133-7026-4748",275252
1703,1703,"Bank of America","VISA",5,2001,6,2021,"4823-3653-6464-4410",708114
1704,1704,"Wells Fargo","MASTER",7,2004,5,2021,"5873-9772-2240-5473",524742
1705,1705,"Bank of America","VISA",1,2004,8,2022,"4725-5193-3882-9908",554547
1706,1706,"Bank of America","VISA",11,2000,11,2022,"5214-7179-6981-5817",510943
1707,1707,"Bank of America","VISA",11,2000,2,2020,"2678-5766-2804-2726",529783
1708,1708,"Citibank","VISA",4,2004,10,2018,"5119-7846-2525-3232",783040
1709,1709,"Citibank","VISA",9,2001,6,2020,"4823-2883-3313-8075",616197
1710,1710,"Wells Fargo","VISA",7,2002,4,2021,"4329-2239-8762-8905",329935
1711,1711,"Citibank","VISA",2,2002,3,2021,"4725-5312-1694-4505",697576
1712,1712,"Wells Fargo","VISA",4,2001,10,2021,"3768-5890-8233-5054",422767
1713,1713,"Citibank","VISA",7,2003,11,2020,"4823-1010-8165-3198",178315
1714,1714,"Citibank","AMEX",2,2004,4,2018,"5873-7099-7286-7203",656273
1715,1715,"Bank of America","VISA",7,2003,10,2021,"5873-9917-1937-9316",667107
1716,1716,"Citibank","AMEX",5,2002,1,2019,"3768-6915-2006-4921",981689
1717,1717,"Bank of America","VISA",3,2004,1,2020,"4329-2207-2932-4401",209172
1718,1718,"Citibank","VISA",2,2004,7,2020,"4725-9214-5503-6885",75367
1719,1719,"Citibank","MASTER",5,2001,9,2022,"4725-5240-7513-4930",291927
1720,1720,"Citibank","AMEX",4,2001,7,2021,"2678-6316-5364-3929",860231
1721,1721,"JPMorgan Chase","VISA",11,2001,10,2020,"5873-2717-7968-1901",95908
1722,1722,"JPMorgan Chase","VISA",6,2004,4,2021,"4823-8591-4928-8140",321844
1723,1723,"Bank of America","VISA",1,2002,1,2020,"5214-2954-7506-8121",832948
1724,1724,"Bank of America","VISA",4,2003,10,2019,"5214-8731-2458-5379",25677
1725,1725,"Bank of America","VISA",1,2001,7,2022,"4823-4143-2719-7981",999471
1726,1726,"Bank of America","MASTER",9,2002,1,2018,"4725-8790-8041-7341",310571
1727,1727,"Goldman Sachs","VISA",8,2000,8,2019,"4823-3075-5373-3241",252181
1728,1728,"Citibank","VISA",6,2000,7,2022,"4823-5675-3951-9113",960564
1729,1729,"JPMorgan Chase","MASTER",9,2003,3,2021,"4725-9254-8222-3830",429733
1730,1730,"Citibank","MASTER",6,2001,8,2020,"4725-6891-6359-8265",436385
1731,1731,"Citibank","AMEX",8,2000,9,2019,"4823-4181-7903-8423",113268
1732,1732,"Morgan Stanley","VISA",2,2001,1,2022,"4725-3034-4939-3345",678403
1733,1733,"Citibank","AMEX",4,2003,10,2018,"4725-3911-3843-4884",452334
